location,new_cases_per_million,new_deaths_per_million,total_deaths_per_million,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,population_density_cov,population_cov,median_age_cov,gdp_per_capita_cov,diabetes_prevalence_cov,life_expectancy_cov,Population,Area_km2,Density_km2,Year_x,Meningitis,Neoplasms,"Fire, heat, and hot substances",Malaria,Drowning,Interpersonal violence,HIV/AIDS,Drug use disorders,Tuberculosis,Road injuries,Maternal disorders,Lower respiratory infections,Neonatal disorders,Alcohol use disorders,Exposure to forces of nature,Diarrheal diseases,Environmental heat and cold exposure,Nutritional deficiencies,Self-harm,Conflict and terrorism,Diabetes mellitus,Poisonings,Protein-energy malnutrition,Cardiovascular diseases,Chronic kidney disease,Chronic respiratory diseases,Cirrhosis and other chronic liver diseases,Digestive diseases,Acute hepatitis,Alzheimer's disease and other dementias,Parkinson's disease,Total_death_ratio,air_polution,Obesity_rate,Number In Household,Households,1 Member,2-3 Members,4-5 Members,6+ Members,Year,smoking_ratio_both_sexes,smoking_ratio_males,smoking_ratio_females
Netherlands,135754.21499999994,549.8720000000006,547.7760000000001,162.9,71.18,77.54,508.544,17173094.0,43.2,48472.545,5.29,82.28,17059560,14422.0,457.0,2019,0.0005627343,0.3312688018,0.0006330761,0.0,0.0004689453,0.0008441015,0.000287229,0.0010316796,0.0005803198,0.0047480709,4.10327e-05,0.0371052946,0.0018054393,0.0028136716,0.0,0.0024912718,9.37891e-05,0.0012309813,0.0118232827,0.0,0.019678116,8.20654e-05,0.0007385888,0.2495316409,0.0221576641,0.0631083099,0.0106098868,0.0379728434,2.93091e-05,0.0510857255,0.0112488247,0.8640726959,12.03303,20.4,2.23,7874258,35.11,45.53,18.01,1.35,2011,23.4,25.6,21.3
New Zealand,2332.269,5.07,5.072,159.68,75.21,77.52,18.206,5126300.0,37.9,36085.843,8.08,82.29,4743131,104427.0,18.0,2019,0.0002740806,0.223143742,0.0004849118,0.0,0.001054156,0.001222821,0.0001897481,0.0013704028,0.0003794962,0.0074212582,0.0001264987,0.0188904755,0.0021293951,0.0012017378,4.21662e-05,0.0016866496,0.0001475818,0.0003162468,0.0107945574,0.0,0.0141256904,0.000168665,0.0002529974,0.2519011176,0.0192910548,0.0505151555,0.0062616866,0.0229384345,2.10831e-05,0.0435577259,0.0084964974,0.6884060339,6.05027,30.8,2.67,1906474,22.84,50.52,22.09,4.55,2013,14.8,16.1,13.5
Niger,159.25300000000027,6.74,6.566,3.87,1.85,2.02,16.955,25130810.0,15.1,926.0,2.42,62.42,22442831,489189.0,18.0,2019,0.0346302122,0.0310834226,0.0031546822,0.1061452541,0.0039700874,0.0087422126,0.0063405548,6.23807e-05,0.0262088147,0.0124093079,0.0156130035,0.1053432163,0.1004596969,0.0004500324,0.0,0.1278537454,0.000552515,0.0109121706,0.0043310044,0.0017600275,0.0093927544,0.0021476791,0.0105646208,0.0766436284,0.0098071406,0.0161254166,0.0148154215,0.0289580223,0.0015817969,0.003805224,0.0010604723,0.7749245182,80.07251,5.5,5.92,3920330,3.19,19.86,28.99,47.96,2012,8.6,16.3,0.8
Nigeria,723.3930000000001,8.212000000000003,8.174,7.02,2.12,4.88,209.588,211400704.0,18.1,5338.454,2.42,54.69,195874685,356667.0,212.0,2019,0.0229299667,0.0416378462,0.002050801,0.0975654409,0.0016097027,0.0066154542,0.0420013439,0.0001398854,0.0231157998,0.0094488984,0.0090108632,0.0883105441,0.0997561272,0.0006233577,0.0,0.0924764729,0.0004732618,0.0028058756,0.004068928,0.0015754971,0.0124942128,0.001858331,0.0025506104,0.0834696939,0.0102335838,0.0125110603,0.0206157319,0.0357764455,0.0012967475,0.0061840559,0.0017021087,0.7349086484,70.49678,8.9,4.9,42057041,11.51,25.53,27.86,35.10,2015,4.8,9.0,0.5
Norway,63022.21700000001,159.0070000000002,158.99399999999997,178.81,71.8,78.44,14.462,5465629.0,39.7,64800.057,5.31,82.4,5337962,125014.0,16.0,2019,0.0003559411,0.2374501729,0.001011622,0.0,0.0009741546,0.0005994797,0.0002622724,0.0044773642,0.0008242846,0.0037842158,1.87337e-05,0.0381418976,0.0009928883,0.0045148317,0.0,0.0065380758,0.0005994797,0.0018921079,0.0105283627,0.0,0.0124766718,0.0003746748,0.001742238,0.2383681263,0.0145373834,0.0519111976,0.0067441469,0.0263958417,3.74675e-05,0.0493259412,0.009423072,0.7243026458,6.66793,23.1,2.22,2426071,39.58,40.73,18.13,1.56,2011,13.0,15.5,10.5
Oman,33813.756999999976,501.0009999999997,501.017,117.13,55.56,59.77,14.98,5223376.0,30.7,37960.709,12.61,77.86,4829473,119498.0,16.0,2019,0.0002898867,0.028326072,0.0004555362,0.0,0.0023812122,0.0006211858,0.0020292069,0.0003520053,0.0003727115,0.0425098142,0.0002898867,0.0084274205,0.0070401056,0.0001656495,0.0,0.0007454229,0.0001863557,0.0007868353,0.0024433308,0.0,0.0145978661,0.0004969486,4.14124e-05,0.1034895526,0.0041205324,0.0050523111,0.0057770278,0.0072471675,0.000641892,0.0033751095,0.0012423716,0.2435048296,44.23674,27.0,8.02,554430,10.62,19.07,18.37,51.94,2003,9.6,18.5,0.7
Pakistan,3603.7770000000028,82.93900000000019,82.691,69.55,31.34,43.06,255.573,225199929.0,23.5,5034.708,8.35,67.27,212228286,307372.0,267.0,2019,0.0084753076,0.0847073703,0.0013089678,0.0018993698,0.0016388013,0.0063356305,0.0018607322,0.0004085224,0.0295785266,0.0091165982,0.0076153845,0.0321319091,0.1176963753,0.0010092905,0.0001060179,0.0362929944,0.0002054392,0.0068939915,0.0083344215,0.0002355954,0.0224724993,0.0009923277,0.003982504,0.1607269259,0.0209161563,0.038994802,0.0207653753,0.0293792129,0.0040126602,0.0051642503,0.002013398,0.6652713578,63.86198,8.6,6.8,32462785,1.08,12.88,25.16,60.88,2013,20.0,33.6,6.4
Panama,56186.768999999986,767.7589999999981,758.8580000000001,134.48,56.33,69.13,55.133,4381583.0,29.7,22267.037,8.33,78.51,4176869,29119.0,55.0,2019,0.0008618896,0.0953824503,0.0005506517,0.0,0.0030166136,0.0149633613,0.0129283442,0.0004548862,0.0045009791,0.0126889304,0.001268893,0.0195840473,0.0086188961,0.0007661241,0.0,0.0044530963,4.78828e-05,0.0030166136,0.0047643342,0.0,0.0291366571,0.0002154724,0.002849024,0.1273202487,0.0276283503,0.0209965886,0.0120425132,0.0223851885,2.39414e-05,0.0252342125,0.0045488618,0.4602490526,13.22791,22.7,3.67,1165778,14.66,38.02,31.26,16.06,2010,6.9,11.1,2.7
Paraguay,49552.60000000001,1989.3259999999977,1986.9410000000003,94.65,40.83,48.06,17.144,7219641.0,26.5,8827.01,8.27,74.25,6956066,157047.0,17.0,2019,0.0009344362,0.0882826586,0.0008625565,0.0,0.0026020455,0.0118314001,0.0081942868,0.0002156391,0.0034789779,0.0215782886,0.0016388574,0.0211901382,0.0078923921,0.0045715495,0.000244391,0.0026020455,8.62557e-05,0.0043702863,0.0061385272,0.0,0.0351779296,0.0001725113,0.0042840307,0.1424943352,0.0270698984,0.0165035812,0.0107819564,0.0239790709,2.87519e-05,0.0181280626,0.0030764515,0.4684113118,12.84044,20.3,4.63,1565626,8.09,27.32,33.15,31.44,2002,12.8,20.8,4.7
Peru,38420.763,3281.192000000001,3276.826,150.44,64.78,73.56,25.129,33359415.0,29.1,12236.706,5.95,76.74,31989260,496222.0,25.0,2019,0.000447025,0.1043944124,0.0008690417,5.93949e-05,0.0021507218,0.0035699482,0.0075056441,0.0005189242,0.0060739136,0.0148643639,0.0015192599,0.056828448,0.0122947514,0.0010691088,0.0002375797,0.0038200321,0.0001969411,0.0040638639,0.003176066,0.0,0.0148831201,0.0004595292,0.0036606036,0.0913275268,0.0251459396,0.0217604283,0.0213446638,0.0364153469,9.37815e-05,0.0223324953,0.004576536,0.4656594119,31.0593,19.7,3.75,8695193,12.91,34.68,36.02,16.39,2012,9.6,15.6,3.6
Philippines,21325.751000000004,380.5110000000001,380.479,97.74,44.69,50.53,351.873,111046910.0,25.2,7599.188,7.07,71.23,106651394,115830.0,356.0,2019,0.001927776,0.076249355,0.0009413848,4.31312e-05,0.0044931433,0.0145989653,0.0048963261,0.0003047311,0.0273611051,0.0102624069,0.0017430621,0.0547700295,0.0221966156,0.0010360858,7.5011e-06,0.0078686266,0.0001800258,0.0033857973,0.0042840509,0.0003928688,0.0259537161,0.0001790881,0.0028232167,0.1915689916,0.0312776034,0.0311566485,0.0133959806,0.0262021892,0.0001284559,0.0098198435,0.0022775136,0.5717262355,18.79358,6.4,4.23,25893157,9.18,30.05,36.82,23.95,2017,24.3,41.6,7.0
Poland,74144.53899999998,1801.6680000000028,1798.9789999999998,124.32,55.68,57.34,124.027,37797000.0,41.8,27216.445,5.91,78.73,37921592,120420.0,122.0,2019,0.0003559977,0.3219274128,0.0014609091,0.0,0.0020674238,0.0016270414,0.0003533607,0.0005564112,0.0014740942,0.0101604384,3.69183e-05,0.0314069093,0.0014371759,0.011550148,0.0,0.0006988103,0.0009255941,0.0003296275,0.0173463182,0.0,0.0214231512,0.0005880555,0.000266339,0.4607823427,0.0123808093,0.029927541,0.0225860771,0.0478487296,2.90072e-05,0.0487031241,0.00905289,1.0573026575,22.76563,23.1,2.81,13666831,20.67,49.49,24.80,5.04,2011,26.0,30.3,21.6
Portugal,95301.35699999997,1178.5000000000005,1171.331,190.04,89.53,91.59,112.371,10167923.0,46.2,27936.896,9.85,82.05,10256193,35603.0,111.0,2019,0.0003510074,0.308603787,0.001511282,0.0,0.0009165194,0.0016185343,0.0046995995,0.0004972605,0.0021840463,0.0093309477,4.8751e-05,0.0807219599,0.0009555202,0.0017745376,0.0,0.0023107989,0.0003900083,0.0016087841,0.0132310303,0.0,0.0413896267,0.000234005,0.001228526,0.3641994647,0.0396638402,0.0687584565,0.0203974321,0.0529728721,3.90008e-05,0.0643708635,0.0129385241,1.0969469861,8.1761,20.8,2.66,3876822,18.91,56.47,22.68,1.93,2011,27.9,33.3,22.4
Romania,61308.227,2243.3840000000014,2239.31,82.73,40.87,28.62,85.129,19127772.0,43.0,23313.199,9.74,76.05,19506114,92043.0,82.0,2019,0.0003075959,0.2696077753,0.0020865253,0.0,0.0032297566,0.0019481071,0.0007279769,0.0007638631,0.0048241285,0.0116630099,0.0001332915,0.0326154148,0.002255703,0.0027939958,0.0,0.0004665204,0.0015277261,0.0003844948,0.0111862363,0.0,0.0124012399,0.0016097517,0.000343482,0.7711787186,0.0156002369,0.0415562013,0.0532448442,0.0749816186,3.07596e-05,0.0454934284,0.0106325637,1.3735949662,15.06436,22.5,2.88,6709224,20.91,46.98,26.47,5.63,2011,25.5,35.2,15.8
Russia,49114.83199999997,1685.0790000000002,1682.0819999999999,100.31,45.76,50.6,8.823,145912022.0,39.6,24765.954,6.18,72.58,145734038,6601633.0,9.0,2019,0.0007843054,0.2036737636,0.0045281117,0.0,0.0048622821,0.0152915546,0.0128192427,0.0040326886,0.0054771007,0.0143185492,0.0001413534,0.0226247762,0.0024400614,0.0195287253,0.0,0.0002902548,0.0062469963,0.0003122126,0.0267885255,1.37236e-05,0.0128631583,0.0039832836,0.0001688006,0.6895650555,0.0079953868,0.0270286891,0.0316343393,0.0623649775,3.91123e-05,0.0332365731,0.0064432442,1.2194968481,11.77739,23.1,2.58,56771478,25.97,50.83,19.55,3.65,2010,28.3,40.9,15.7
Rwanda,7782.615000000003,94.5989999999999,94.302,94.82,40.94,57.47,494.869,13276517.0,20.3,1854.211,4.28,69.02,12301970,10169.0,467.0,2019,0.0080881355,0.0580638711,0.0017802027,0.027524047,0.0017233012,0.0037473673,0.0249147088,0.0001544468,0.0321899663,0.0195253281,0.0068200459,0.0458544445,0.0458056718,0.0009998399,0.0,0.0297594613,0.0004145677,0.009283066,0.0061697435,8.1288e-06,0.0155747413,0.0014956954,0.0089010134,0.0961309449,0.0102910347,0.020484524,0.0211266976,0.034929365,0.0014469227,0.0062754177,0.0012843471,0.5407670479,36.22432,5.8,4.26,2973056,8.15,30.76,34.88,26.2,2015,13.3,19.7,6.9
Senegal,3238.5360000000023,86.04600000000008,85.716,11.07,5.34,7.66,82.328,17196308.0,18.7,2470.58,2.42,67.94,15854323,75951.0,81.0,2019,0.0098585099,0.0517902909,0.0017850021,0.0425120644,0.0015894718,0.001179489,0.010110807,0.0001261486,0.0235393211,0.0114984412,0.0111452252,0.0428463581,0.0592141336,0.0005613611,0.0,0.0420074701,0.0004162902,0.0026806569,0.0071021639,1.26149e-05,0.0163930052,0.0013687119,0.0024977415,0.1007990061,0.0154342762,0.0174274234,0.0149170671,0.0275886898,0.0006748948,0.0078590552,0.0021066809,0.527042372,60.17498,8.8,8.66,1928689,6.92,11.47,15.48,66.13,2017,9.1,17.4,0.7
Serbia,139610.774,1377.282999999999,1371.743,119.91,46.68,48.16,80.291,6871547.0,41.2,14048.881,10.08,76.0,8802754,34116.0,100.0,2019,0.0003067222,0.3231261489,0.0011700884,0.0,0.0011360081,0.0023060965,0.0005452839,0.0008179258,0.0014540904,0.0082814992,7.95206e-05,0.0178466875,0.001953934,0.0042713905,0.0,0.0004657633,0.0005680041,0.0002272016,0.0174377246,0.0,0.0421459012,0.0003976028,0.0001249609,0.7244210164,0.0285933243,0.0439067137,0.0159154737,0.0482235446,4.54403e-05,0.0291613284,0.0095424682,1.3244718641,25.50415,21.5,2.88,2405804,22.33,44.81,26.19,6.67,2011,40.6,40.0,41.2
Sierra Leone,544.0099999999995,5.777000000000003,5.773,10.67,4.44,8.64,104.7,8141343.0,19.1,1390.3,2.42,54.7,7650150,27915.0,106.0,2019,0.0213067718,0.0496853003,0.0030587636,0.1531603955,0.0040129932,0.0019346026,0.0365744463,0.0001307164,0.0327967425,0.0195159572,0.0181695784,0.0975144278,0.0884296386,0.0006405103,9.15015e-05,0.0489402169,0.000653582,0.0154245342,0.0064181748,0.0,0.0143134448,0.0023267518,0.0149408835,0.1177623968,0.0135422181,0.0193329543,0.0155813938,0.0303784893,0.001882316,0.006339745,0.0017777429,0.8366371901,51.27564,8.7,5.9,1373151,4.00,15.87,30.74,49.38,2013,19.8,31.0,8.5
Singapore,40482.61100000001,146.494,146.50799999999998,214.16,86.43,87.26,7915.731,5453600.0,42.4,85535.383,10.99,83.62,5757499,276.0,8041.0,2019,8.68433e-05,0.1215979369,0.0002257925,0.0,0.0002952671,0.0004342163,0.0006252715,0.0002778984,0.0010073819,0.0029179336,3.47373e-05,0.0602865932,0.0005210596,0.0002257925,0.0,0.0006252715,3.47373e-05,3.47373e-05,0.0080590548,0.0,0.0031089888,5.2106e-05,1.73687e-05,0.1182805242,0.0131654387,0.0130264895,0.0043942691,0.0102822423,1.73687e-05,0.0256534999,0.0041163707,0.3894051914,19.0006,6.1,3.29,1727455,12.21,38.95,37.69,11.15,2010,16.5,27.8,5.1
Slovakia,199293.30299999993,2639.819999999998,2639.8030000000003,114.8,48.04,50.41,113.128,5449270.0,41.2,30155.152,7.29,77.54,5453014,18933.0,111.0,2019,0.0003667696,0.2549232406,0.0011369859,0.0,0.0023289872,0.0021639409,7.33539e-05,0.0003300927,0.0005684929,0.0078305319,5.50154e-05,0.033926192,0.002090587,0.0039977891,0.0,0.0003300927,0.002017233,0.0001833848,0.0127452451,0.0,0.0152392787,0.0004584621,0.0001467079,0.4913979682,0.0139005695,0.021034239,0.0310653888,0.0548137232,3.6677e-05,0.0359250866,0.006656869,0.9957429047,18.52632,20.5,2.8,1948989,20.83,47.99,26.99,4.20,2011,32.3,38.6,26.0
Slovenia,163609.11500000014,1376.2989999999975,1354.1970000000001,132.87,57.22,60.16,102.619,2078723.0,44.5,31400.84,7.25,81.32,2077837,7827.0,102.0,2019,0.0002887618,0.3049324851,0.0005293967,0.0,0.0009625394,0.0009144124,9.62539e-05,0.0013475552,0.0006256506,0.006545268,4.8127e-05,0.0333519906,0.0007219046,0.0100585368,0.0,0.0002887618,0.0006737776,9.62539e-05,0.0197320579,0.0,0.0171813285,0.0002887618,4.8127e-05,0.375245989,0.0125611393,0.0307531341,0.0273842462,0.0540947148,4.8127e-05,0.0643457596,0.0099141559,0.9730792165,17.06109,20.2,2.47,851149,32.60,43.69,20.54,3.16,2015,22.7,25.1,20.3
South Africa,39402.634,1036.9189999999999,1032.1109999999999,46.47,26.37,31.49,46.754,60041996.0,27.3,12294.876,5.52,64.13,57792518,471442.0,47.0,2019,0.003843058,0.0948271539,0.0037703843,0.0008028721,0.0026145253,0.033087328,0.248909383,0.0001989877,0.0342345353,0.0332897764,0.002386122,0.0500774166,0.0296543577,0.0010070508,0.0001176623,0.0233594252,0.000728468,0.0036354187,0.0136072977,6.57525e-05,0.0475338347,0.0008841975,0.0035246777,0.1430306255,0.0213747392,0.0308465535,0.0100774291,0.023110258,0.0002145606,0.0114253544,0.0022494261,0.8744886319,28.32529,28.3,3.36,17733119,23.84,36.32,24.66,15.17,2016,31.4,46.8,16.0
Spain,93410.20700000007,825.0630000000014,825.068,178.69,81.01,84.85,93.105,46745211.0,45.5,34272.36,7.17,83.56,46692858,195364.0,92.0,2019,0.0003319565,0.2694951763,0.0005118556,0.0,0.0009102034,0.0007174545,0.0014541838,0.001559125,0.0008095456,0.0055040537,3.21248e-05,0.0303772367,0.0010344194,0.0009187701,0.0,0.0025978277,0.0001263577,0.001000153,0.0080504817,2.1417e-06,0.021705675,0.0002312988,0.0006467799,0.2816126612,0.0313645397,0.0782989124,0.0176001221,0.0497120994,2.99832e-05,0.0625534637,0.0131433377,0.8823319404,9.99323,23.8,2.69,17565288,19.06,53.4,25.56,1.98,2011,27.9,29.1,26.7
Sweden,86357.41600000001,647.9229999999989,647.923,173.15,72.19,75.52,24.718,10160159.0,41.0,46949.283,4.79,82.8,9971638,173859.0,22.0,2019,0.0003108817,0.2655531619,0.0008925314,0.0,0.0009326452,0.0012034131,0.0002005689,0.0048637947,0.000792247,0.0036904669,3.00853e-05,0.0285409478,0.0012535553,0.0036503531,0.0,0.0074411045,0.0005916781,0.0012736122,0.013728938,0.0,0.0207488479,0.0003309386,0.0010730434,0.3618964106,0.0200468569,0.0449073663,0.0107204052,0.0323517561,3.00853e-05,0.0565303313,0.0126157809,0.8962018076,5.72135,20.6,2.17,4776239,40.32,38.32,14.86,?,2020,28.8,28.2,29.3
Switzerland,101006.21000000004,489.80400000000026,482.8180000000001,158.98,66.9,68.58,214.243,8715494.0,43.1,57410.166,5.59,83.78,8525611,15940.0,207.0,2019,0.0003166928,0.2374961748,0.0004574452,0.0,0.000609927,0.0006333857,0.0004339865,0.0024866253,0.0004574452,0.0039645252,4.69175e-05,0.0228253435,0.001735946,0.003249034,4.69175e-05,0.0029557999,0.000129023,0.0011142896,0.013735086,0.0,0.0163507343,0.0001172936,0.0008914317,0.2811411405,0.0260157307,0.0360560668,0.0124917733,0.0348596716,4.69175e-05,0.0602654754,0.0113422956,0.7722730957,10.04367,19.5,2.21,3901112,37.51,43.64,17.23,1.62,2000,25.1,27.8,22.5
Tanzania,468.2550000000001,11.642999999999997,11.643,3.95,2.21,3.38,64.699,61498438.0,17.7,2683.304,5.75,65.46,56313438,365754.0,59.0,2019,0.0066857932,0.0557895258,0.0021273785,0.0302130373,0.0022552344,0.0061477333,0.0481678991,0.0003427246,0.0358173834,0.0103421141,0.0097774176,0.05858282,0.0703100386,0.0006215213,0.0,0.0279542513,0.0004297376,0.012229763,0.0057375293,3.37397e-05,0.0149697839,0.0018112906,0.0117432006,0.0967602085,0.0110666303,0.0124322014,0.0151775496,0.0257878057,0.0011311687,0.0064709244,0.0013389344,0.5822553402,24.60327,8.4,4.85,11880255,9.63,25.77,29.99,34.6,2015,13.3,23.5,3.1
Thailand,31683.276000000023,309.2879999999999,309.274,148.84,65.61,73.2,135.132,69950844.0,40.1,16277.671,7.04,77.15,69428453,198116.0,135.0,2019,0.0014936239,0.1664216831,0.0009895079,1.4403e-06,0.0065088588,0.0058117383,0.0247953098,0.0007000012,0.0111985788,0.0281455213,0.0004061735,0.0447035742,0.0024370412,0.0009131703,1.00823e-05,0.0089459,6.33746e-05,0.001428809,0.0102364372,8.64199e-05,0.0281872909,0.0002232514,0.0013452698,0.1668336179,0.0395313432,0.0344599353,0.0282348218,0.0470052242,0.000277984,0.0310434686,0.0058794339,0.6983188866,27.32291,10.0,3.69,18042640,18.36,44.71,28.16,8.77,2010,22.8,42.5,3.1
Togo,3125.7629999999986,21.23999999999998,21.23,28.47,12.04,16.42,143.366,8478242.0,19.4,1429.813,6.15,61.04,7889093,21925.0,139.0,2019,0.0079223302,0.0485733911,0.0019393864,0.0689052595,0.0018633321,0.0070857322,0.0437059114,0.0002281631,0.0269232471,0.0184178333,0.0069843263,0.0552154728,0.0572689408,0.0006718136,0.0,0.0741276595,0.0004816777,0.0030041476,0.0074913555,0.0,0.0132588119,0.0013182758,0.0027886602,0.105981765,0.0127264313,0.0168840702,0.0161235265,0.0295344471,0.0010901126,0.0050702914,0.0014070058,0.6369933781,46.12588,8.4,4.55,1693139,15.65,26.22,27.69,30.45,2014,7.6,13.5,1.6
Turkey,85388.78199999995,720.4370000000004,718.062,154.8,60.68,66.92,104.914,85042736.0,31.6,25129.341,12.13,77.69,82340088,302533.0,105.0,2019,0.0004262808,0.1272964391,0.0005088651,0.0,0.0008428458,0.0019492328,0.0002744714,0.000418994,0.0010116579,0.0094109688,0.000344911,0.0180568182,0.0084321017,0.0002914741,0.0,0.0008889959,5.34369e-05,0.0012666977,0.0031394186,0.0003752729,0.0239239482,0.0005501573,0.000835559,0.2145528433,0.0233094237,0.0400546086,0.0089251787,0.0171435328,0.0001578818,0.0239506667,0.0046611561,0.5330538389,26.85069,32.01,4.07,20424610,6.37,36.23,39.03,18.36,2004,29.3,41.5,17.0
Uganda,2232.9799999999996,64.25400000000008,64.086,20.72,2.99,17.73,213.759,47123533.0,16.4,1697.707,2.5,63.37,42729036,93262.0,177.0,2019,0.0092232364,0.0506634411,0.0014416426,0.05286101,0.001757587,0.0055653022,0.0485899097,0.0001076551,0.0324978078,0.01301925,0.0049638377,0.0386084067,0.0724448827,0.0006108259,0.0,0.0256383037,0.00035573,0.0092138751,0.0050714928,0.0001427601,0.0117788756,0.0012754793,0.0089494179,0.0658779196,0.0079243538,0.0128250027,0.0121439669,0.0214257115,0.0009127283,0.0043389699,0.0009759172,0.5212052994,35.2285,5.3,4.53,9170821,13.68,25.30,28.75,32.26,2016,9.8,15.5,4.0
Ukraine,63275.185000000005,1901.454999999998,1900.0699999999997,65.45,31.65,33.85,77.39,43466822.0,41.4,7894.393,7.11,72.06,44246156,233011.0,73.0,2019,0.0009017733,0.2242409488,0.0049676632,0.0,0.0077656464,0.0119309799,0.0150137336,0.0033381431,0.0091375169,0.0157753817,0.0001830668,0.0197395679,0.0029494088,0.017438803,0.0,0.0001875869,0.0061768078,0.0003141516,0.0309405409,0.0005130389,0.0063756951,0.0034782683,0.0001514256,1.0156272106,0.0060118217,0.0275300752,0.0455203385,0.0683449202,0.000162726,0.0369975643,0.0081046589,1.5898194636,14.70064,24.1,2.46,16972715,27.9,51.22,18.07,2.81,2007,25.5,41.0,9.9
United Kingdom,152773.925,1093.0209999999995,1086.5,195.45,69.54,75.93,272.898,68207114.0,40.8,39753.244,4.28,81.32,67141684,93627.0,277.0,2019,0.0003946877,0.2919185048,0.0005704355,0.0,0.0004468163,0.0005049024,0.0003470273,0.003952835,0.0005808612,0.0040153893,5.95755e-05,0.0623710898,0.0022102514,0.0026243012,0.0,0.0021134412,0.0001906416,0.0002368126,0.0083673802,2.9788e-06,0.009484421,0.0002010673,0.0001757478,0.2801731932,0.011581479,0.0772679458,0.0149400483,0.0494700133,3.27665e-05,0.048293397,0.0117750994,0.8843031104,10.02183,27.8,2.27,29486179,33.01,48.96,16.24,1.79,2011,19.2,21.1,17.3
United States,103423.61000000004,1423.1860000000001,1415.3790000000001,154.98,62.35,73.3,35.608,332915074.0,38.3,54225.446,10.79,78.86,327096265,3717792.0,34.0,2019,0.0003503556,0.2365954867,0.001105485,0.0,0.0011051792,0.0054140025,0.002156246,0.0200910273,0.0002989945,0.0126452071,0.0003026632,0.0250449206,0.00336109,0.0042935373,3.21006e-05,0.0035851831,0.0004212827,0.0018618372,0.0138641143,9.4773e-06,0.0237602835,0.0004671408,0.0017456635,0.2927135227,0.0326980193,0.0687834207,0.0205707026,0.0395427933,4.00494e-05,0.0439989738,0.0098475597,0.8667063196,7.67611,36.2,2.49,132736055,27.89,49.49,18.81,3.81,2015,25.1,30.9,19.3
Uruguay,112944.855,1715.0110000000045,1712.695,199.93,76.79,79.46,19.751,3485152.0,35.6,20551.409,6.93,77.91,3449285,68037.0,20.0,2019,0.0004058812,0.2923504436,0.0019424315,0.0,0.0020583976,0.0061462013,0.0051314983,0.0004348727,0.0016235249,0.0162352488,0.0002899152,0.0462414674,0.0042907443,0.0032180582,0.0,0.0047836001,0.0001739491,0.0038848631,0.0193083494,0.0,0.0259474065,0.0004638643,0.0030151176,0.2900021309,0.028672609,0.0624767162,0.0136550039,0.0448208832,2.89915e-05,0.0434002989,0.010118039,0.9311205076,9.57094,27.9,2.78,1269537,23.52,47.68,23.37,5.43,2011,21.8,25.2,18.4
Uzbekistan,3586.808,25.63200000000003,25.666,115.03,36.66,55.44,76.134,33935765.0,28.2,6253.104,7.57,71.72,32476244,172741.0,73.0,2019,0.0005388554,0.0687825846,0.0021061549,0.0,0.0049174406,0.0029991153,0.0018013167,0.0005788847,0.00752858,0.0151772477,0.0007020516,0.0332150479,0.0161872167,0.0004803511,0.0,0.000495747,0.0005480929,0.0001262461,0.0116793063,0.0,0.0251075833,0.001133136,2.77126e-05,0.3306847922,0.0122273992,0.0118147899,0.0401585848,0.0462461115,0.0004002926,0.0034455955,0.0016750706,0.6407853076,36.352,16.6,5.24,6586983,5.26,18.90,33.62,42.22,1996,12.3,23.3,1.3
Yemen,263.20899999999955,45.08000000000011,45.063,1.79,0.71,1.09,53.508,30490639.0,20.3,1479.147,5.35,66.12,28498683,203848.0,54.0,2019,0.0016807794,0.0444967931,0.0029439957,0.0178569655,0.0029580314,0.0028773259,0.0012176001,0.0009158318,0.0036106932,0.0411141806,0.0059827326,0.0220676864,0.0666065867,0.0002877326,0.0,0.02320809,0.0001508842,0.0035440234,0.0054739372,0.0470267345,0.0063687154,0.0015790203,0.003301907,0.1956300928,0.0093899076,0.0201342637,0.0097758903,0.0171130715,0.0018351725,0.0060739649,0.0014491898,0.5666718002,44.64506,17.1,6.67,4469863,1.87,14.68,23.66,59.79,2013,20.9,32.5,9.3
Zambia,12329.233999999999,176.7589999999999,176.632,9.14,6.43,4.26,22.995,18920657.0,17.7,3689.251,3.94,63.89,17351708,290583.0,23.0,2019,0.0119008457,0.0564151956,0.0018787776,0.027530431,0.0020689606,0.0093132042,0.1299007567,0.0003457873,0.0406645847,0.0131687324,0.0046335496,0.0471999644,0.0567725091,0.0007895476,2.30525e-05,0.0416327891,0.0004841022,0.0109441676,0.0080568437,5.7631e-06,0.0148285114,0.0017808045,0.010534986,0.1046409956,0.0111285875,0.0137623339,0.0264700167,0.0376216566,0.0015157009,0.0043972616,0.0011699136,0.6915803332,25.92371,8.1,5.13,3485901,7.17,21.41,30.06,41.35,2013,14.7,25.0,4.4
Zimbabwe,13197.183,307.1169999999991,306.58299999999997,48.1,20.77,27.33,42.729,15092171.0,19.6,1899.775,1.82,61.49,14438802,150871.0,37.0,2019,0.0100423844,0.0855541893,0.0045848679,0.0143225179,0.005727622,0.0099315719,0.1435160618,0.0008795744,0.0724783123,0.0176884481,0.0089619624,0.0893218149,0.0596240602,0.0003670665,0.0045710163,0.0321010012,0.0002562539,0.0199739563,0.016642655,7.61836e-05,0.0239632069,0.0028049419,0.0197731086,0.1233481836,0.0158738931,0.0200224368,0.0143017405,0.0307296963,0.0009419064,0.0056237353,0.0016067815,0.8556111511,20.84664,15.5,4.08,3795226,12.37,31.14,33.76,22.72,2015,13.9,26.5,1.3
